Year,GEO.id2,HC03_VC03,HC03_VC04,HC03_VC05,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12,HC03_VC13,HC03_VC14,HC03_VC17,HC03_VC18,HC03_VC26,HC03_VC27,HC03_VC28,HC03_VC29,HC03_VC30,HC03_VC31,HC03_VC32,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC41,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47,HC03_VC48,HC03_VC52,HC03_VC53,HC03_VC62,HC03_VC63,HC03_VC65,HC03_VC66,HC03_VC67,HC03_VC68,HC03_VC70,HC03_VC71,HC03_VC72,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC85,HC03_VC86,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC92,HC03_VC95,HC03_VC96,HC03_VC100,HC03_VC101,HC03_VC105,HC03_VC106,HC03_VC108,HC03_VC109,HC03_VC111,HC03_VC112,HC03_VC114,HC03_VC115,HC03_VC119,HC03_VC120,HC03_VC121,HC03_VC122,HC03_VC123,HC03_VC124,HC03_VC125,HC03_VC126,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134,HC03_VC135,HC03_VC136,HC03_VC140,HC03_VC141,HC03_VC142,HC03_VC146,HC03_VC149,HC03_VC150,HC03_VC151,HC03_VC154,HC03_VC155,HC03_VC156,HC03_VC160,HC03_VC161,HC03_VC162,HC03_VC163,HC03_VC164,HC03_VC165,HC03_VC166,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178,HC03_VC179,HC03_VC180,HC03_VC181,HC03_VC185,HC03_VC186,HC03_VC187,HC03_VC188,HC03_VC189,HC03_VC190,HC03_VC191,HC03_VC192,HC03_VC193,HC03_VC194,HC03_VC195,HC03_VC196,HC03_VC197,HC03_VC198,HC03_VC199,HC03_VC200,HC03_VC201,HC03_VC202,HC03_VC203,HC03_VC204,HC03_VC205,HC03_VC206,HC03_VC207,HC03_VC208,HC03_VC209,HC03_VC210,HC03_VC211,HC03_VC212
2010,21021,10787,69.9,27.7,30.6,51.8,19.2,4.1,2.4,14.1,9,30.1,27,32.9,29,42.1,21.7,28.1,4,4.1,1.8,2.1,29.1,53.1,2.1,2.6,13.1,14.2,22.4,49,2.3,11.8,14.4,14.8,28.1,26.3,61.4,49,5.2,9,38.6,29.2,59.4,70.1,86.5,4.3,6,36.6,22.8,30.3,34.5,8,9.4,35.2,17.7,6.5,12.8,10.4,10.2,84.7,22.8,22566,9.2,27743,6122,6068,17052,17165,4417,4510,40.3,19.1,8,11.1,7.1,4,0.2,3.3,0.2,96.3,69.5,26.8,0.9,2.8,0.5,2.5,52.4,43.9,56.1,247,134,790,39.5,731,5.1,790,1.3,60,4.3,0.5,1.1,61.7,26651,1.5,2.9,1,0.7,0.2,0.5,0.4,0.1,0,0.2,0.2,0,0,0.1,1.4,14.1,1.8,0.3,13.9,0.1,0.1,13.5,2.4,0.1,0.2,0.9,0.1,0,3.8,2.1,0.1,0.2,0.3,0.3,0,1,0,0,1.3,0
2010,21023,3177,70.6,26.6,28.2,54.3,19.9,5.4,2.5,10.9,5.8,29.4,25.9,33,27.4,37.5,20.2,32.8,5.3,4.2,1.9,2.3,27.6,54.7,1.4,3.8,12.6,11,23.3,51.6,1.8,10.3,13,13.2,29.1,43.9,56,54,10.3,0.9,31.5,38.2,43.8,84.6,91.6,3.1,5.5,49.7,25.2,16.5,18.7,12.7,13.3,44.6,11.7,6,8.1,3.5,4,80.9,14.2,6377,9,8432,2125,2095,5194,5172,1131,1165,41.9,10.2,5.7,4.5,2.9,1.7,0.5,0.6,0.1,98.9,78.1,20.8,0.4,0.7,0.1,0.9,94.8,6.5,93.5,35,5,58,94.8,77,0,58,0,100,0,0,0,93.5,7907,0.9,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0.1,1,12,1.3,0,26.8,0.5,0.1,20.4,2.6,0,0,0.6,0,0.9,1.4,3,0,0,0,0.1,0,0.2,0,0,0.2,0
2010,21025,5257,63.5,22.7,22.5,44.8,13.1,7.1,1.9,11.5,7.5,36.5,34.5,25.2,27,37.5,17,30.8,11.1,3.6,1.5,2.6,38.1,40.6,4.7,5.2,11.3,14,22.3,49.9,4.2,13.5,10.1,14.7,56.6,70.4,54.7,68.8,5.6,21,21.5,44.8,65,88,74.1,4.8,3.4,49,23.5,19.3,21.5,15.2,22.3,35.5,11.8,4.9,4.4,6,5.2,63.8,9.8,10773,5.3,13594,3074,2961,8824,8769,1829,1864,59.4,9.1,5.5,3.6,3.4,0.2,0.1,0.8,0.2,99.1,84.5,14.6,0.3,0.6,0.3,0.7,71.1,28.3,71.7,44,41,83,38.6,99,5.1,83,12,59,0,0,0,59.6,13341,1.1,1.2,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.2,11.2,0.6,0,8.6,0.6,0,8.4,2,0,0,0,0,0,1.1,0.8,0,0,0,0.2,0,0.1,0.1,0,0.1,0
2010,21027,7474,72.6,24.9,23.9,57.6,17.4,4.7,2.3,10.2,4.2,27.4,23.2,29,30,38.4,22.1,30.5,5,4,1.9,1.7,24.1,57.2,1.6,3.7,13.4,14,18.4,55.3,0.8,13.3,12.1,13.2,40.3,30.5,53.8,55.3,18.1,12.3,15.9,22.2,59.7,79.7,75.4,5.1,7.3,51.9,20.6,15.1,14,10.6,13.3,46.1,15.7,6.5,5,2.8,4,76.6,9.4,15236,11.2,19814,4907,4808,11805,11821,3121,3185,47.2,12.1,4.8,7.3,5.3,2,0.1,1.4,0.4,99.2,79.5,19.7,0.4,0.4,0.4,0.4,30,52.3,47.7,89,90,70,47.1,88,0,70,0,58.6,11.4,0,0,35.2,18661,1.2,0.9,0.5,1.7,0.7,0.1,0,0,0,0,0,0,0,0,1.9,13.4,2.6,0.1,18.1,0,0,20.5,2.1,0,0.3,0.7,0.5,0.2,2.9,2,0.8,0,0.6,0.5,0,0.1,0.1,0,0.1,0
2010,21029,27266,74.9,32.6,34.5,59.1,24.4,4.7,2.9,11.2,7.1,25.1,20.6,38.8,20.1,37.8,22.4,30.4,4.9,4.4,2.4,2.5,26,59,1.4,2.3,11.4,12.6,19.2,58.4,1.8,7.8,12.8,14.1,33.9,34.6,50.5,48,12.8,7.8,11.9,12.2,60.1,74,77.1,6.5,5.2,46.4,23.9,18,18.7,5.2,11.7,41.6,21.8,8.6,7.2,3.9,4.7,85,12.7,56703,10.5,74969,18617,18443,47157,47566,8413,8960,40.4,11.1,5.8,5.4,4,1.4,0.1,1.6,0.1,98.3,81,17.3,0.7,1,0.5,0.9,21.9,67.5,32.5,477,353,721,13.5,696,3,721,0,16.2,0,0,0,36.4,67973,0.7,1.3,0.5,0.4,0.1,0.3,0.1,0.1,0,0.2,0.1,0,0.1,0.1,1.1,10.2,1.6,0.4,19,0.2,0,15,2.2,0,0.5,1.3,0,0.1,1.1,1.8,0,0,0.8,0.2,0.1,0.4,0,0.1,0.3,0
2010,21031,5175,69.6,30,27.5,55.6,19.8,3.2,1.5,10.8,6.2,30.4,25.5,31.1,26.6,41.1,23.1,26,5.9,3.9,2.5,2.3,23.7,59.3,1.8,3.2,11.9,10.9,15,59.3,2.6,11.4,11.7,10.1,16.2,13.9,71.9,76.7,10.3,21.9,11.2,21.4,70.2,61.5,73.9,5.3,5.9,48.8,25.1,14.9,10.2,14.6,12.8,41.2,16,7.6,4.5,3.3,3.5,75.5,8.2,9777,8.2,12541,2978,2939,7664,7633,1898,1969,54,10.3,5.8,4.6,3.4,1.2,0.9,1.8,0.2,97.5,83.5,14.1,1.1,1.4,0.4,1.7,92.7,6.9,93.1,135,51,178,77,217,8.8,178,0,77,11.8,0,0,83.9,11981,1.6,1.9,1.6,0,0,0,0,0.2,0,0,0.1,0,0,0,1.6,8.7,0.6,0,7.1,0,0,9,0.6,0,0.1,0.4,0,0,2,0.6,0,0,0.9,0,0,0.2,0,0,0.4,0
2010,21033,5261,65,24.6,22.4,52.7,17.1,3.8,1.9,8.4,3.3,35,31.9,23.9,32.7,40.9,21.5,25.9,7.1,4.5,1.1,1.8,22.4,57.6,1.3,2.8,16,14,19.4,54,1,12.5,13.2,14.6,30,58.2,87.4,52.5,1.2,24,28.1,24.6,57.5,81.5,76.6,3,2.7,42.7,29.8,21.8,18.6,7.4,10.2,45.6,16.8,6,6,8,7.7,84,16.8,10066,10,12812,2885,2877,7699,7649,2257,2286,44.7,10.1,6.9,3.2,2.8,0.4,0.1,1.6,0,98.6,78.2,20.4,0.4,1,0.3,0.4,66.7,67.2,32.8,54,42,132,28,58,0,132,0,25,0,0,0,32.8,12172,1.6,1.4,1.1,0.1,0,1.1,0.5,0,0,0.2,0,0,0.3,0,0.9,12.6,1.9,0.4,11.7,0,0,13.3,1.4,0,0.3,0.6,0,0.1,2.6,2.6,0.1,0,0.1,0,0,0.3,0,0,0.7,0
2010,21035,14844,61.4,23.7,24.6,50.4,19.5,3.1,1.3,7.9,3.8,38.6,31.7,26.9,24.9,44.3,22.3,23.2,3.9,6.3,1.7,2.9,34.8,53.9,0.6,2.7,8,10.2,31.3,47,1.6,10.2,9.9,11.4,17.1,17.6,50.7,52,11.7,8.5,1.7,18.5,69.1,85,90.3,3.5,1.8,25.4,13.2,56.1,57.9,5.6,9,32.6,19.6,5,15.1,13.1,11.9,86.1,27.7,30592,8.9,36917,6679,6723,24634,24691,5367,5503,40.8,18.3,8.7,9.5,4.9,4.6,1,3.9,0.9,96.4,56.3,40.1,0.5,3.1,0.3,4.2,74.2,28,72,167,115,1142,61.5,1558,25.1,1142,0,36.1,0,5,0.6,28.2,34873,2,2.6,1.1,0.8,0.2,1.7,0.7,0.2,0,1.1,0.1,0,0,0.1,1.6,11.8,1.9,0.2,14.9,0.2,0.2,13.5,2,0.2,0.4,1.7,0,0.3,3.8,2.5,0.4,0.3,1,0.1,0.1,0.3,0.1,0.1,0.5,0.1
2010,21037,35300,63.6,27.6,27.9,47.9,19.6,3.7,1.6,12,6.7,36.4,31.6,31.3,23.5,41.5,19.9,29.5,5.3,3.7,2.1,2.2,34.5,51.1,1.5,2.2,10.7,9.9,28.7,46.4,1.7,10.6,12.7,13.2,29.1,33.1,51.4,44.1,17.6,9,16.8,16,59.8,71.7,60,6.4,5,35.9,19.9,32.8,34.3,4.6,8.6,34.4,19.9,6.3,16,10.3,10.8,88.5,28.5,70090,8.8,89386,20459,20450,57330,57575,11184,11361,36.1,14.8,7.9,6.9,3.5,3.4,0.3,3.2,0.2,97.9,63.7,34.2,0.3,1.8,0.5,2.1,57.4,39,61,292,423,1567,35.9,1875,16.6,1567,4.7,18.2,7.5,15.7,0.9,20.4,83599,0.6,1.3,0.3,0.8,0.1,0.3,0.1,0.2,0.1,0.1,0.7,0.3,0.1,0.1,1.8,10.1,2.5,0.1,39.8,0.3,0.2,18.4,4.8,0.1,0.3,1,0,0.2,1.8,2.1,0.1,0.1,0.5,0.2,0.2,0.7,0,0.1,0.7,0
2010,21039,2062,73.2,28.8,32.1,58.3,26,5.1,2.1,9.7,4,26.8,24.6,35.6,33.6,40.9,23.6,27.6,4.6,3.3,1.8,2,20.9,63.5,0,6.4,9.2,10.5,17.7,54.1,1.7,17.8,8.8,10.3,82.1,34.4,65.5,6.9,19,14.7,31.9,1.7,63.2,97.4,0,6.1,8.9,43.7,23.8,17.4,14.2,8.6,12.5,43.9,17.9,6.5,7.8,2.8,6.9,82.9,15.5,3913,10.2,4999,1141,1146,2962,2946,919,907,42,7.5,5,2.5,1.8,0.7,0,0.6,0,99.5,71.9,27.6,0.1,0.4,0.1,0.6,100,57.1,42.9,4,7,23,0,28,0,23,0,100,0,0,0,42.9,4827,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1.9,9.4,2,0.6,7.2,0,0,11.9,1,0,0,0.4,0.1,0,1,3.8,0,0.1,0,0,0,0.2,0,0,0,0
2010,21041,4222,70.7,31.1,30,46.4,14.4,8,5.3,16.2,10.2,29.3,23,34.7,24.7,39.9,18.9,27.9,6.2,7.1,2.3,3.2,26.8,54.7,1.1,2,15.3,16.6,20.2,49.2,3.6,8.8,18.3,15.1,30,37.4,55,54.2,14.5,16.6,14.2,18.7,69.8,60.4,73,6.4,2.3,50.2,31.3,9.9,13.3,10.1,15,41.1,20.6,4,6.5,2.8,3.8,74.8,9.5,8146,9.5,10558,2734,2756,6407,6399,1341,1403,45.5,21,11.2,9.8,3.4,6.4,0.5,3.4,0,95.2,63.8,31.4,0.1,4.6,0.2,4.6,71.8,17.8,82.2,12,19,497,54.1,500,0,497,0,75.3,0,0.4,0,85.6,10008,5.1,6.2,4.4,1.1,0.5,0.6,0.1,0,0,0,0,0,0.2,0.1,1.5,14.1,1.2,0,15.5,0,0,15,1,0,0.1,0,0.1,0,2.9,3.1,0,0.1,0.1,0,0.1,0.9,0,0,0.1,0
2010,21043,10577,71,24.4,27.5,58.4,20.4,4.3,2.9,8.2,4.2,29,24.7,30.2,28,39.6,23.2,30.2,3,4,1.7,2.3,26.9,58.9,1.9,2.4,10,12.5,20.5,55.6,1.2,11.7,10.9,12,34.1,21.1,74,71,32.3,3.8,27.4,25.8,71.4,54.9,56.5,4.7,2.2,46.9,22.7,23.5,24.8,12.7,14.8,40.3,17.3,4.7,5.3,4.8,4.9,75.5,10.4,21146,7.8,27202,6369,6331,16919,16791,4020,4080,42.9,10.6,5.9,4.7,2,2.7,0,2,0.1,99.2,75.1,24.1,0.6,0.2,0.2,0.4,68.8,46.3,53.7,168,58,64,39.1,108,35.2,64,0,15.6,0,3.7,0,8.3,26140,0.2,0.4,0.1,0.2,0,0,0,0,0,0,0.1,0.1,0,0,2,11.1,1.3,0.1,13.1,0,0.2,14.5,0.5,0,0.2,0.6,0,0,1.9,3.2,0,0.1,0.1,0,0,0.3,0,0,0.5,0
2010,21045,6012,70.1,27.3,25.8,58.1,19.9,4.5,3.1,7.6,2.7,29.9,27.7,29.2,29.8,38.4,22.2,31.3,5.3,2.8,1.2,1.7,23.8,61.1,0.2,1.3,13.5,13.6,17.6,55.4,2.6,14.5,10,12,11.1,26.6,56.7,58.9,13.3,5.9,17.6,29.7,54.1,94,77.7,3.7,9,48.9,22.9,15.4,21.6,19.5,14.1,36.4,15.7,4.7,4.2,5.3,4.3,69.7,8.4,12242,9.9,15724,3815,3722,9374,9415,2533,2587,45.7,9.8,5,4.8,3.7,1.1,0,2.8,0.2,98.4,80.5,17.8,0.3,1.3,0.4,1.2,75.9,11.7,88.3,50,60,212,54.7,196,0,212,0,56.1,9,0,0,76,14948,2.6,1.3,1,2.3,1.6,0,0,0,0,0.1,0,0,0.4,0.1,0.7,9.3,1.5,0.1,8.9,0,0.1,7.9,0.5,0,0.1,1,0.3,0.3,2.9,1.2,0,0,0.3,0.8,0,0.4,0.2,0,0.3,0
